[0.000000] (-) TimerEvent: {}
[0.000131] (config_files) JobQueued: {'identifier': 'config_files', 'dependencies': OrderedDict()}
[4.348804] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/share/xarm_msgs/srv/MoveCartesian.json\n'}
[4.348885] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/share/xarm_msgs/srv/MoveCircle.json\n'}
[4.348980] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/share/xarm_msgs/srv/MoveHome.json\n'}
[4.349513] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/share/xarm_msgs/srv/MoveJoint.json\n'}
[4.349620] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/share/xarm_msgs/srv/MoveVelocity.json\n'}
[4.350614] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/share/xarm_msgs/srv/RobotiqActivate.json\n'}
[4.351266] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/share/xarm_msgs/srv/RobotiqGetStatus.json\n'}
[4.351327] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/share/xarm_msgs/srv/RobotiqMove.json\n'}
[4.351388] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/share/xarm_msgs/srv/RobotiqReset.json\n'}
[4.351436] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/share/xarm_msgs/srv/SetAnalogIO.json\n'}
[4.351481] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/share/xarm_msgs/srv/SetDigitalIO.json\n'}
[4.351525] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/share/xarm_msgs/srv/SetFloat32.json\n'}
[4.351570] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/share/xarm_msgs/srv/SetFloat32List.json\n'}
[4.351613] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/share/xarm_msgs/srv/SetInt16.json\n'}
[4.351657] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/share/xarm_msgs/srv/SetInt16ById.json\n'}
[4.353307] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/share/xarm_msgs/srv/SetInt16List.json\n'}
[4.353417] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/share/xarm_msgs/srv/SetInt32.json\n'}
[4.353517] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/share/xarm_msgs/srv/SetInt32ByType.json\n'}
[4.353614] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/share/xarm_msgs/srv/TrajCtrl.json\n'}
[4.353781] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/share/xarm_msgs/srv/TrajPlay.json\n'}
[4.353882] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/share/xarm_msgs/srv/VacuumGripperCtrl.json\n'}
[4.353982] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/share/xarm_msgs/srv/SetTcpLoad.json\n'}
[4.357786] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/share/xarm_msgs/srv/SetModbusTimeout.json\n'}
[4.357924] (-) TimerEvent: {}
[4.358432] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/share/xarm_msgs/srv/IdenLoad.json\n'}
[4.358550] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/share/xarm_msgs/srv/FtCaliLoad.json\n'}
[4.358654] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/share/xarm_msgs/srv/FtForceParams.json\n'}
[4.358764] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/share/xarm_msgs/srv/FtAdmittanceParams.json\n'}
[4.358862] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/share/xarm_msgs/srv/LinearMotorBackOrigin.json\n'}
[4.358957] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/share/xarm_msgs/srv/LinearMotorSetPos.json\n'}
[4.361294] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/share/xarm_msgs/srv/PlanExec.json\n'}
[4.361349] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/share/xarm_msgs/srv/PlanJoint.json\n'}
[4.361395] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/share/xarm_msgs/srv/PlanPose.json\n'}
[4.361444] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/share/xarm_msgs/srv/PlanSingleStraight.json\n'}
[4.361489] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/share/xarm_msgs/srv/FtForceConfig.json\n'}
[4.361530] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/share/xarm_msgs/srv/FtForcePid.json\n'}
[4.361592] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/share/xarm_msgs/srv/FtImpedance.json\n'}
[4.361702] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/share/xarm_msgs/srv/LinearTrackBackOrigin.json\n'}
[4.361840] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/share/xarm_msgs/srv/LinearTrackSetPos.json\n'}
[4.361936] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs\n'}
[4.362030] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv\n'}
[4.362124] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/get_float32.h\n'}
[4.363320] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/set_float32.h\n'}
[4.363385] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/traj_play.h\n'}
[4.363528] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/move_cartesian.h\n'}
[4.363594] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/set_int32_by_type.h\n'}
[4.363685] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/robotiq_activate.h\n'}
[4.364938] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/move_circle.h\n'}
[4.365048] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/ft_cali_load.h\n'}
[4.365145] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/set_int16_by_id.h\n'}
[4.365274] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/get_set_modbus_data.h\n'}
[4.365372] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/traj_ctrl.h\n'}
[4.367136] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/set_digital_io.h\n'}
[4.367227] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/plan_single_straight.h\n'}
[4.367281] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/ft_impedance.h\n'}
[4.367333] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/move_joint.h\n'}
[4.367377] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/get_int16.h\n'}
[4.367419] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/ft_force_pid.h\n'}
[4.367460] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/ft_force_config.h\n'}
[4.367501] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/ft_force_params.h\n'}
[4.367541] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/linear_track_set_pos.h\n'}
[4.367580] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/vacuum_gripper_ctrl.h\n'}
[4.367621] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/get_digital_io.h\n'}
[4.367663] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/set_modbus_timeout.h\n'}
[4.368278] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/plan_joint.h\n'}
[4.368335] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/linear_motor_back_origin.h\n'}
[4.368381] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/robotiq_move.h\n'}
[4.368423] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/iden_load.h\n'}
[4.368465] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/set_tcp_load.h\n'}
[4.368506] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/robotiq_reset.h\n'}
[4.368548] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/linear_motor_set_pos.h\n'}
[4.368590] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/move_velocity.h\n'}
[4.368631] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/get_analog_io.h\n'}
[4.368694] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/set_int16_list.h\n'}
[4.368744] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/get_int32_by_type.h\n'}
[4.368784] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/bio_gripper_ctrl.h\n'}
[4.368825] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/get_int32.h\n'}
[4.368866] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/set_int16.h\n'}
[4.368907] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/get_float32_list.h\n'}
[4.368954] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/plan_pose.h\n'}
[4.369003] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/move_home.h\n'}
[4.369046] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/get_int16_list.h\n'}
[4.369088] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/linear_track_back_origin.h\n'}
[4.369130] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/set_float32_list.h\n'}
[4.370231] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/gripper_move.h\n'}
[4.370310] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/bio_gripper_enable.h\n'}
[4.370361] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/ft_admittance_params.h\n'}
[4.370406] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/plan_exec.h\n'}
[4.370449] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/set_int32.h\n'}
[4.370492] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/detail\n'}
[4.370534] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/detail/get_analog_io__description.c\n'}
[4.370576] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/detail/get_int32__functions.h\n'}
[4.370617] (xarm_msgs) StdoutLine: {'line': b'-- Installing: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/detail/ft_admittance_params__type_support.c\n'}
[4.373632] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/detail/bio_gripper_enable__struct.h\n'}
[4.373732] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/detail/plan_pose__description.c\n'}
[4.373784] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/detail/ft_force_config__functions.h\n'}
[4.373835] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/detail/move_cartesian__type_support.h\n'}
[4.373880] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/detail/move_velocity__struct.h\n'}
[4.373923] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/detail/get_int32_by_type__struct.h\n'}
[4.373966] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/detail/get_int32_by_type__functions.h\n'}
[4.374009] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/detail/robotiq_get_status__description.c\n'}
[4.374056] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/detail/set_float32__functions.c\n'}
[4.374098] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/detail/linear_motor_set_pos__description.c\n'}
[4.374140] (xarm_msgs) StdoutLine: {'line': b'-- Installing: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/detail/linear_track_back_origin__type_support.c\n'}
[4.378366] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/detail/ft_admittance_params__struct.h\n'}
[4.378504] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/detail/plan_exec__functions.h\n'}
[4.378611] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/detail/set_float32_list__description.c\n'}
[4.379045] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/detail/set_analog_io__type_support.h\n'}
[4.379098] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/detail/set_int16_by_id__struct.h\n'}
[4.379145] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/detail/ft_force_params__type_support.h\n'}
[4.379230] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/detail/get_float32__description.c\n'}
[4.379293] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/detail/move_circle__type_support.h\n'}
[4.379338] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/detail/set_int32_by_type__functions.h\n'}
[4.379381] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/detail/ft_force_pid__functions.c\n'}
[4.381207] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/detail/get_float32_list__functions.c\n'}
[4.381285] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/detail/call__functions.h\n'}
[4.382601] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/detail/ft_force_pid__struct.h\n'}
[4.382693] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/detail/robotiq_activate__struct.h\n'}
[4.384930] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/detail/set_int16__functions.h\n'}
[4.386090] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/detail/robotiq_get_status__struct.h\n'}
[4.387256] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/detail/bio_gripper_ctrl__type_support.h\n'}
[4.387321] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/detail/set_modbus_timeout__functions.c\n'}
[4.387371] (xarm_msgs) StdoutLine: {'line': b'-- Installing: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/detail/robotiq_get_status__type_support.c\n'}
[4.387426] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/detail/set_modbus_timeout__struct.h\n'}
[4.387475] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/detail/set_float32_list__type_support.h\n'}
[4.387521] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/detail/plan_pose__functions.c\n'}
[4.387565] (xarm_msgs) StdoutLine: {'line': b'-- Installing: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/detail/get_int32__type_support.c\n'}
[4.387609] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/detail/set_float32__type_support.h\n'}
[4.387653] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/detail/move_velocity__type_support.h\n'}
[4.390644] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/detail/robotiq_move__type_support.h\n'}
[4.390771] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/detail/linear_motor_back_origin__functions.h\n'}
[4.390839] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/detail/set_tcp_load__functions.c\n'}
[4.392287] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/detail/get_digital_io__functions.h\n'}
[4.392374] (xarm_msgs) StdoutLine: {'line': b'-- Installing: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/detail/robotiq_move__type_support.c\n'}
[4.392461] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/detail/get_int16_list__type_support.h\n'}
[4.393642] (xarm_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/christopher/Mobile-Robots-2026-1/install/xarm_msgs/include/xarm_msgs/xarm_msgs/srv/detail/vacuum_gripper_ctrl__struct.h\n'}
